reciprocal_max,avg_polarization,std_polarization,avg_avg_opinion,std_avg_opinion,n_runs,pol_sig,opinion_sig
2,0.0670766114471123,0.05283695385399556,0.003657615299567671,0.03648423624461996,100,***,
3,0.06874389248495222,0.05241092371590288,-0.0009130873759443703,0.035718500091286055,100,***,
4,0.06974237583637517,0.049281632011154375,0.0026785804943774837,0.03331073339953849,100,***,
5,0.07111904765661481,0.05713716937726937,-0.002003116841228035,0.033449410358897334,100,***,
6,0.0650470935309357,0.050486537521357594,-0.011979049306920966,0.03614499021738041,100,***,**
7,0.06667312047882118,0.061923527542774894,0.002774861155269424,0.038602080604515754,100,***,
8,0.06955881620044396,0.055022414690303625,7.097102835138203e-05,0.03650219717382579,100,***,
9,0.07384466538482914,0.05719692220635578,-0.003726803249542383,0.03472936167048263,100,***,
