start_polarization,final_polarization,start_avg_opinion,final_avg_opinion,avg_opinion,polarization,influencer_prob,reciprocal_max,seed,step_pol_gt_0.4,step_pol_gt_0.5,step_pol_gt_0.6,step_pol_gt_0.7,step_pol_gt_0.8,step_pol_gt_0.9,step_pol_gt_1.0
0.10603795023736842,0.44308949777420864,0.45925526952546974,0.4352192648236399,-0.02403600470182987,0.3370515475368402,0.0,2.0,3703266816,892,-1,-1,-1,-1,-1,-1
0.15262754696365924,0.4341100737163808,0.48898206492886837,0.4439483477020591,-0.04503371722680927,0.28148252675272156,0.0,2.0,2163265029,445,-1,-1,-1,-1,-1,-1
0.20833990406658962,0.40804084719271316,0.520210533262773,0.5253138244726203,0.005103291209847316,0.19970094312612355,0.0,2.0,2320497681,1026,-1,-1,-1,-1,-1,-1
0.1769666948932844,0.3865214230870892,0.4761256965762593,0.6174349169559398,0.14130922037968047,0.2095547281938048,0.0,2.0,3080821788,-1,-1,-1,-1,-1,-1,-1
0.16304462030104866,0.28723568606704963,0.5051464671953685,0.5637698552345332,0.05862338803916467,0.12419106576600097,0.0,2.0,3436250654,-1,-1,-1,-1,-1,-1,-1
0.1686277081162997,0.2930090547855248,0.5074280401888049,0.43692016498226394,-0.070507875206541,0.1243813466692251,0.0,2.0,3822485042,-1,-1,-1,-1,-1,-1,-1
0.18397267831614425,0.3645006597444505,0.4650697165244526,0.4877514999471182,0.02268178342266558,0.18052798142830626,0.0,2.0,3037072948,-1,-1,-1,-1,-1,-1,-1
0.16927838684589402,0.3641858876570063,0.5353348267835121,0.5828393494746418,0.0475045226911297,0.1949075008111123,0.0,2.0,3727968316,-1,-1,-1,-1,-1,-1,-1
0.16404099514820547,0.4174867654193064,0.5267830596788867,0.4260221718132807,-0.100760887865606,0.25344577027110093,0.0,2.0,3006906432,1279,-1,-1,-1,-1,-1,-1
0.12088209589145789,0.43283680128714247,0.5002179651353426,0.5016704206120397,0.0014524554766971454,0.3119547053956846,0.0,2.0,3781445187,305,-1,-1,-1,-1,-1,-1
0.12334638066444287,0.298393080949132,0.5027362356825926,0.6830449122942979,0.18030867661170524,0.1750467002846891,0.0,2.0,525477959,-1,-1,-1,-1,-1,-1,-1
0.16536697104916276,0.2552323190944754,0.5481911711822598,0.6162816200553256,0.06809044887306581,0.08986534804531265,0.0,2.0,2627246683,-1,-1,-1,-1,-1,-1,-1
0.24171191933236133,0.36035789343248814,0.5001236028638322,0.5194187223162374,0.01929511945240525,0.11864597410012681,0.0,2.0,663949920,-1,-1,-1,-1,-1,-1,-1
0.1935914708289624,0.4006331160968867,0.5238022500884613,0.43628219531971557,-0.08752005476874569,0.2070416452679243,0.0,2.0,870796385,880,-1,-1,-1,-1,-1,-1
0.1756624515881385,0.29481746754826654,0.46470994786433517,0.5359571708706921,0.07124722300635689,0.11915501596012804,0.0,2.0,480363116,-1,-1,-1,-1,-1,-1,-1
0.14956691054481902,0.43051419104337696,0.47839836587568496,0.5871007640884718,0.10870239821278682,0.28094728049855794,0.0,2.0,3780958830,441,-1,-1,-1,-1,-1,-1
0.1624242607350803,0.3133262239355668,0.5265684290663273,0.5393104444904181,0.012742015424090813,0.15090196320048652,0.0,2.0,3363096692,-1,-1,-1,-1,-1,-1,-1
0.12937792874201176,0.39496934715216697,0.5203595160849169,0.641610460924414,0.12125094483949705,0.2655914184101552,0.0,2.0,3023615093,-1,-1,-1,-1,-1,-1,-1
0.15190425566644306,0.42724012651000803,0.5359331440854096,0.5116762630418661,-0.02425688104354351,0.275335870843565,0.0,2.0,108214396,292,-1,-1,-1,-1,-1,-1
0.17556761200969198,0.3390823640176531,0.551672569022563,0.5971467707255169,0.04547420170295391,0.16351475200796114,0.0,2.0,2567099021,-1,-1,-1,-1,-1,-1,-1
0.18671296173256927,0.4252373375144019,0.47869639516881357,0.4795819691854343,0.0008855740166207049,0.23852437578183264,0.0,2.0,20716691,632,-1,-1,-1,-1,-1,-1
0.13102716448825436,0.2970074896573842,0.575505966565544,0.6347484906356757,0.05924252407013175,0.16598032516912986,0.0,2.0,1862987412,-1,-1,-1,-1,-1,-1,-1
0.1767536342022196,0.3066330991757971,0.5078093015036688,0.39632397406947056,-0.1114853274341982,0.12987946497357752,0.0,2.0,946159774,-1,-1,-1,-1,-1,-1,-1
0.11997574129091745,0.41163413887785394,0.5245030445511818,0.5298978634748844,0.005394818923702638,0.29165839758693646,0.0,2.0,47090846,394,-1,-1,-1,-1,-1,-1
0.12372210531927655,0.26575074931973736,0.492895780355058,0.5744128713001645,0.08151709094510651,0.1420286440004608,0.0,2.0,1068471456,-1,-1,-1,-1,-1,-1,-1
0.15708109017926097,0.3313590644181162,0.4720590589506577,0.4291762698484208,-0.04288278910223692,0.17427797423885522,0.0,2.0,3870600358,-1,-1,-1,-1,-1,-1,-1
0.09942945699084181,0.26344843496145776,0.4948857443937786,0.603281564455632,0.10839582006185339,0.16401897797061593,0.0,2.0,3131097256,-1,-1,-1,-1,-1,-1,-1
0.11130551449878126,0.36231616423109264,0.5199212544617788,0.5956020442432645,0.07568078978148562,0.25101064973231135,0.0,2.0,635187881,-1,-1,-1,-1,-1,-1,-1
0.1643410216579754,0.39354036565356404,0.47719425747255423,0.5215486946882748,0.04435443721572058,0.22919934399558864,0.0,2.0,1486269618,-1,-1,-1,-1,-1,-1,-1
0.13487529075447632,0.3716647607722167,0.4720175275912401,0.38524061813430377,-0.08677690945693634,0.2367894700177404,0.0,2.0,1539641522,-1,-1,-1,-1,-1,-1,-1
0.18369368882480683,0.36492856546033325,0.4940918688776105,0.4449015237043724,-0.04919034517323806,0.18123487663552643,0.0,2.0,1283756727,-1,-1,-1,-1,-1,-1,-1
0.1270656983718616,0.35180281553814746,0.51107523100317,0.5565076471506436,0.04543241614747362,0.22473711716628586,0.0,2.0,2027949242,-1,-1,-1,-1,-1,-1,-1
0.15468122541082635,0.3783111997675813,0.5086972668257502,0.527670724886755,0.01897345806100481,0.22362997435675497,0.0,2.0,2768343740,-1,-1,-1,-1,-1,-1,-1
0.17447324365451258,0.3582407761654938,0.482058526337932,0.47450776116845006,-0.007550765169481943,0.18376753251098124,0.0,2.0,2899107029,-1,-1,-1,-1,-1,-1,-1
0.12164781679335,0.2897352707323394,0.5085501808356547,0.5690829819586127,0.060532801122958,0.16808745393898938,0.0,2.0,2335358680,-1,-1,-1,-1,-1,-1,-1
0.1283455660734418,0.33544931711568127,0.5058719925187132,0.5883942085623531,0.08252221604363996,0.20710375104223946,0.0,2.0,2252313310,-1,-1,-1,-1,-1,-1,-1
0.15729096461333833,0.40063196012721036,0.5122557329151611,0.5472458809913615,0.03499014807620038,0.24334099551387203,0.0,2.0,2980848863,635,-1,-1,-1,-1,-1,-1
0.13977030045897731,0.40262300828254255,0.5095139275714969,0.6750849723761081,0.16557104480461116,0.26285270782356523,0.0,2.0,1362814180,1869,-1,-1,-1,-1,-1,-1
0.10874394935198486,0.3771818948764014,0.5177158263873148,0.4932321330122361,-0.02448369337507872,0.2684379455244166,0.0,2.0,2790424298,-1,-1,-1,-1,-1,-1,-1
0.16735227361729677,0.4063793159187584,0.5276545019558663,0.49978083079399516,-0.027873671161871116,0.23902704230146166,0.0,2.0,2108599022,820,-1,-1,-1,-1,-1,-1
0.1966965807121912,0.44423543056898884,0.5315790960074533,0.43978423551618384,-0.0917948604912695,0.24753884985679764,0.0,2.0,1821119219,304,-1,-1,-1,-1,-1,-1
0.10296289198602157,0.280456796605911,0.5086436852240108,0.40839326652579117,-0.10025041869821966,0.17749390461988943,0.0,2.0,1946060533,-1,-1,-1,-1,-1,-1,-1
0.13641849607252227,0.29979494377877947,0.5292286652665266,0.6646078295975673,0.1353791643310407,0.1633764477062572,0.0,2.0,3488626944,-1,-1,-1,-1,-1,-1,-1
0.14587758073133747,0.4234535634346615,0.5178547055477813,0.5789472023572402,0.06109249680945883,0.27757598270332406,0.0,2.0,3357357316,466,-1,-1,-1,-1,-1,-1
0.18059384437742945,0.2505891539148874,0.4579495032352286,0.5153821049689519,0.057432601733723276,0.06999530953745794,0.0,2.0,863702790,-1,-1,-1,-1,-1,-1,-1
0.19336732954240993,0.3391144392677932,0.5337905175269915,0.47872355524232746,-0.05506696228466401,0.1457471097253833,0.0,2.0,1731937548,-1,-1,-1,-1,-1,-1,-1
0.09855962454882647,0.2709462090799673,0.5579668862598143,0.621827008094409,0.06386012183459477,0.17238658453114084,0.0,2.0,1695048973,-1,-1,-1,-1,-1,-1,-1
